File,Line,Column,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint
/home/capstone/Desktop/root/cron-3.0pl1/cron.c,112,3,2,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",Risk is low because the source is a constant string.,CWE-120,"		strcpy( cron_default_mail_charset, ""US-ASCII"");",6d6a6a84d474e1c8560ff4aaa691d67457661981fd63f4751a078a3a01f65416
/home/capstone/Desktop/root/cron-3.0pl1/cron.c,479,16,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190)","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended)",,CWE-190,			log_level = atoi(optarg);,a8d86cf28e95032a58ab728f20bd2efba43933d636376ca2a2364a6c669362b0
/home/capstone/Desktop/root/cron-3.0pl1/cron.h,313,1,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,"char	cron_default_mail_charset[MAX_ENVSTR] = """";",c2f88742ead544341da610200bec2a72889c8326bf92b8b2089822164b2e67ab
/home/capstone/Desktop/root/cron-3.0pl1/cron.h,335,8,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,extern	char	cron_default_mail_charset[MAX_ENVSTR];,824e0e0f79e16f2df594c3760d70c92181954725fc31711a3fcc6a81bee35a17
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,58,8,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,static	char		Filename[MAX_FNAME];,dd352b7a12e8ab55870c2f011418c626eb93658e851456325a3bed045981bb8c
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,59,8,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,static	char		Directory[MAX_FNAME];,4c2238f412079c0bee4967169d30832bb65bec9bc397fb10a7e9e57ebe27449d
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,271,23,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"			if (!(NewCrontab = fopen(Filename, ""r""))) {",7e9cc5b45c4f60d86b1577a285febeb675850ce2a567bd95fa24ecce36657f77
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,298,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char	n[MAX_FNAME];,ee40ccbb053b94efb7d1607cc475f2ce8564ba9adca3a1195b28e7eec2603059
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,306,12,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	if (!(f = fopen(n, ""r""))) {",05260f85eb320eb76864129863034903e2c56bd6c1179b628e82709898e48270
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,353,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char	n[MAX_FNAME];,ee40ccbb053b94efb7d1607cc475f2ce8564ba9adca3a1195b28e7eec2603059
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,354,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char	q[MAX_TEMPSTR];,aaeff136e127ad16b3c07b25df8a817dfe05ce3309c3f47b366c49f4dc1f8c67
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,423,3,2,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",Risk is low because the source is a constant string.,CWE-120,"		strcpy(Directory,""/tmp"");",0d25d27fb8f9e7aa2947fc1fbffed924d355098bd0e3f3644b3d286195e43276
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,446,11,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	if ((nfd=open(Filename, O_CREAT|O_EXCL|O_WRONLY, 0600)) == -1) {",cdf40a802b24754effa6119446b1f136a7b9669a1d5693eda7e46e6e8c93a5e3
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,465,9,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	if ((t=open(Filename, O_RDONLY)) < 0) {",c06a89902ab4d3841fc83b53c5871bed4ad25560f398b7dc49816d76c68a44fd
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,505,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char fname[MAX_FNAME];,d0863ce49b36c05a1c8494df6f914862b74de72a8e9b415c79de47eaee1157a2
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,545,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,"	char		n[MAX_FNAME], q[MAX_TEMPSTR], *editor;",ae8146fbd8de786b93885ea831003f73b5693b785cecce9cea6cfbdcce6b205f
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,556,12,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"	if (!(f = fopen(n, ""r""))) {",05260f85eb320eb76864129863034903e2c56bd6c1179b628e82709898e48270
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,563,13,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"		if (!(f = fopen(""/dev/null"", ""r""))) {",5fa741fa246b584a285d7040f8fede36a56ef7e57285f126f02d09fd4779d97a
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,790,8,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,static char tn[MAX_FNAME];,9fe975bab8b7c5aa486db201bce42c158667b664c270db61f8bcafee27fe7b23
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,804,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,"	char	n[MAX_FNAME], envstr[MAX_ENVSTR];",2fa9255fc7df60c2b83fb6eeb118ce0e81567b85d3c1e45df94494bdde9b11ec
/home/capstone/Desktop/root/cron-3.0pl1/crontab.c,830,7,2,tmpfile,mkstemp,"Potential for temporary file vulnerability in some circumstances.  Some older Unix-like systems create temp files with permission to write by all by default, so be sure to set the umask to override this. Also, some older Unix systems might fail to use O_EXCL when opening the file, so make sure that O_EXCL is used by the library (CWE-377)",,,CWE-377,	fd = mkstemp(tn);,083ff5d8cb351a05b85d5c8db27c40fc4cf2954e7ffab190683331225ebdf98f
/home/capstone/Desktop/root/cron-3.0pl1/database.c,71,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,	char		syscrond_fname[PATH_MAX+1];,7f974957021420d26417d699a0c8644af7bd4adfe99a6b7168b0c3293d71391f
/home/capstone/Desktop/root/cron-3.0pl1/database.c,175,3,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,"		char	fname[MAXNAMLEN+1],",a28e20ade5bff8f35f607acbfdf0c359a47be46c559c87d650dc6259e6fb96b2
/home/capstone/Desktop/root/cron-3.0pl1/database.c,194,10,2,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",Risk is low because the source is a constant string.,CWE-120,"		(void) strcpy(fname,""*system*"");",5ba6e13b73ebc143c73ce9da75a5584869ddfe67f62ac0fd04a959537154907f
/home/capstone/Desktop/root/cron-3.0pl1/database.c,216,3,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,"		char	fname[MAXNAMLEN+1],",a28e20ade5bff8f35f607acbfdf0c359a47be46c559c87d650dc6259e6fb96b2
/home/capstone/Desktop/root/cron-3.0pl1/database.c,334,21,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"		if ((crontab_fd = open(tabname, O_RDONLY|O_NOFOLLOW, 0)) < OK) {",d9f7774ee88e5a85cbfb3fd7bca7bba564fc827c078892894444866a632ebb01
/home/capstone/Desktop/root/cron-3.0pl1/database.c,385,21,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362)",,,CWE-362,"		if ((crontab_fd = open(tabname, O_RDONLY, 0)) < OK) {",e6776e5a58c6cdc3d0692c32c84dfa484da501d2540e5e71057aa93558be4d6a
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,190,16,2,tmpfile,tmpfile,"Function tmpfile() has a security flaw on some systems (e.g., older System V systems) (CWE-377)",,,CWE-377,	if ((tmpout = tmpfile()) == NULL) {,bc59d7cd0c7ff73a54a2edb14e6bd5448d778362e8f25e4b27b261cd6469e787
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,305,4,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,			char msg[256];,328b4022906af0cf292768241851035f7b1595a1963f69bf08075cc4ad08c78c
/home/capstone/Desktop/root/cron-3.0pl1/do_command.c,313,4,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,			char msg[256];,328b4022906af0cf292768241851035f7b1595a1963f69bf08075cc4ad08c78c
